"zone","state","lga","sector","ea","hhid","s12q1a","s12q1b","s12q1c","s12q1d","s12q1e","s12q1f","s12q1g","s12q1h","s12q1i","s12q2a","s12q2b","s12q3","s12q4a","s12q4b","s12q4c","s12q5","s12q6a","s12q6b","s12q6c","s12q6d","s12q6e","s12q6f","s12q7a","s12q7b","s12q7c","s12q7d"
2,8,807,2,946,80111,0,0,0,0,0,0,0,0,0,3,5,1,,,,1,6,8,,8,,,3,2,,
2,8,807,2,946,80112,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,807,2,946,80113,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,807,2,946,80114,0,0,0,0,0,0,0,0,0,0,2,1,,,,2,,,,,,,,,,
2,8,807,2,946,80115,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,807,2,946,80116,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,807,2,946,80117,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,
2,8,807,2,946,80118,0,0,0,0,0,0,0,0,0,3,5,1,,,,1,8,9,10,,,,10,,,
2,8,807,2,946,80119,0,0,0,0,0,0,0,0,0,3,6,,,,,1,7,,,,,,9,,,
2,8,807,2,946,80120,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,807,2,2396,80121,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,8,,,,,,1,5,2,
2,8,807,2,2396,80123,2,2,0,1,2,0,0,0,0,2,1,1,,,,1,8,,,,,,4,5,,
2,8,807,2,2396,80124,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,807,2,2396,80125,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,807,2,2396,80126,0,0,0,0,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,,
2,8,807,2,2396,80127,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,
2,8,807,2,2396,80128,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,807,2,2396,80129,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,8,,,,,,4,,,
2,8,807,2,2396,80130,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,
2,8,807,2,1438,80131,0,0,0,0,0,0,0,0,0,3,0,2,2,1,,2,,,,,,,,,,
2,8,807,2,1438,80132,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,807,2,1438,80133,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,807,2,1438,80134,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,
2,8,807,2,1438,80135,0,0,0,0,0,0,0,0,0,3,4,2,3,2,1,1,8,,,,,,4,5,,
2,8,807,2,1438,80136,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,
2,8,807,2,1438,80137,0,0,0,0,0,0,0,0,0,3,1,2,,,,2,,,,,,,,,,
2,8,807,2,1438,80138,0,0,0,0,0,0,0,0,0,3,3,2,,2,,2,,,,,,,,,,
2,8,807,2,1438,80139,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,807,2,1438,80140,0,0,0,0,0,0,0,0,0,3,5,1,,,,1,8,,4,1,,,,,,
2,8,820,2,1030,80141,0,0,0,0,0,0,0,0,0,3,4,2,,,,2,,,,,,,,,,
2,8,820,2,1030,80142,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,820,2,1030,80143,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,820,2,1030,80144,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,1,8,,,,,,5,4,,
2,8,820,2,1030,80145,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,820,2,1030,80146,0,0,0,0,0,0,0,0,0,2,,2,,,,1,7,8,,,,,1,2,,
2,8,820,2,1030,80147,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,820,2,1030,80148,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,820,2,1030,80149,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,
2,8,820,2,1030,80150,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,824,2,768,80151,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,824,2,768,80152,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,824,2,768,80153,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,824,2,768,80154,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,824,2,768,80155,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,824,2,768,80156,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,7,,,,,,4,2,5,
2,8,824,2,768,80157,0,0,0,0,0,0,0,0,0,3,1,,,,,2,,,,,,,,,,
2,8,824,2,768,80158,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,824,2,768,80159,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,824,2,768,80160,0,0,1,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,817,1,2476,80161,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,817,1,2476,80162,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,817,1,2476,80163,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,817,1,2476,80164,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,817,1,2476,80165,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,817,1,2476,80167,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,
2,8,817,1,2476,80168,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,817,1,2476,80169,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,817,1,2476,80170,0,0,0,0,0,0,0,0,0,3,,2,,,,2,,,,,,,,,,
2,8,823,2,548,80171,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,9,,,1,,,1,4,5,
2,8,823,2,548,80172,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,823,2,548,80173,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,823,2,548,80174,4,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,823,2,548,80175,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,823,2,548,80176,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,823,2,548,80177,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,6,,,,,,1,2,,
2,8,823,2,548,80178,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,8,,,,,,5,1,,
2,8,823,2,548,80179,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,9,,,1,,,5,1,4,
2,8,823,2,548,80180,0,0,0,0,0,0,0,0,0,3,5,2,,,,2,,,,,,,,,,
2,8,809,2,1748,80181,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,
2,8,809,2,1748,80182,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,809,2,1748,80183,0,0,0,0,0,0,0,0,0,3,4,2,,,,2,,,,,,,,,,
2,8,809,2,1748,80184,0,0,0,0,0,0,0,0,0,2,2,1,,,,1,8,,,,,,4,1,5,
2,8,809,2,1748,80185,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,809,2,1748,80186,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,8,,,,,,1,2,,
2,8,809,2,1748,80187,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,809,2,1748,80188,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,
2,8,809,2,1748,80189,2,2,2,1,0,7,7,0,0,2,1,1,,,,1,12,3,,,,,,,,
2,8,809,2,1748,80190,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,826,2,926,80191,0,0,0,0,0,0,0,0,0,3,1,1,,,,2,,,,,,,,,,
2,8,826,2,926,80192,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,826,2,926,80193,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,826,2,926,80194,0,0,1,0,0,0,1,0,0,2,4,1,,,,2,,,,,,,,,,
2,8,826,2,926,80195,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,4,,,,,,4,1,,
2,8,826,2,926,80196,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,8,8,,,,,3,,,
2,8,826,2,926,80197,0,0,0,0,0,0,0,0,0,2,5,1,,,,2,,,,,,,,,,
2,8,826,2,926,80198,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,826,2,926,80199,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,826,2,926,80200,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
2,8,815,2,362,80201,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,815,2,362,80202,0,0,0,0,0,0,0,0,0,0,3,1,,,,2,,,,,,,,,,
2,8,815,2,362,80203,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,815,2,362,80204,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
2,8,815,2,362,80205,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,815,2,362,80206,0,0,0,0,0,0,0,0,0,3,0,1,,,,1,8,5,,,,,,,,
2,8,815,2,362,80207,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,
2,8,815,2,362,80208,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
2,8,815,2,362,80209,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,908,1,278,90001,7,3,0,3,0,0,0,0,0,2,3,2,3,2,1,1,1,2,3,1,2,,10,5,,
5,9,908,1,278,90002,0,2,0,3,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,908,1,278,90003,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,
5,9,908,1,278,90004,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,
5,9,908,1,278,90005,1,1,1,3,1,3,1,0,0,2,3,1,,,,1,,,,2,,,10,,,"HIGH COST OF LIVING"
5,9,908,1,278,90006,0,0,0,0,1,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,908,1,278,90007,2,2,0,7,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,
5,9,908,1,278,90008,4,3,2,3,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,,
5,9,908,1,278,90009,1,1,1,1,1,0,0,0,0,2,3,1,,,,1,9,10,11,1,,,3,10,,"HIGH COST OF LIVING"
5,9,908,1,278,90010,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,903,2,48,90011,0,1,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,903,2,48,90013,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,903,2,48,90014,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,903,2,48,90015,0,0,0,7,7,0,0,0,0,2,3,1,,,,2,,,,,,,,,,
5,9,903,2,48,90016,2,3,3,7,2,0,0,0,0,2,,1,,,,1,7,8,9,4,5,,10,,,
5,9,903,2,48,90017,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
5,9,903,2,48,90018,7,5,3,3,7,1,2,0,0,1,2,1,,,,1,6,7,,1,,,5,3,,
5,9,903,2,48,90019,3,0,1,1,2,1,1,1,1,2,,1,,,,1,,,,2,,,5,,,
5,9,903,2,48,90020,3,3,0,3,3,0,0,0,0,3,4,2,,,1,1,12,1,,,,,1,4,,
5,9,915,1,1390,90021,2,2,4,3,0,0,0,0,0,2,2,1,,,,1,6,7,,,,,,,,
5,9,915,1,1390,90023,5,7,3,3,0,0,0,0,0,3,3,1,,,,1,1,2,3,1,2,,10,5,,
5,9,915,1,1390,90024,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,915,1,1390,90025,0,1,1,1,1,0,1,1,1,2,3,1,,,,1,2,3,5,1,,,9,4,,
5,9,915,1,1390,90026,1,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,
5,9,915,1,1390,90027,3,2,2,2,1,1,1,1,0,3,3,1,,,,1,9,10,12,1,,,3,4,,
5,9,915,1,1390,90028,0,1,3,0,1,0,1,0,0,3,3,1,,,,1,,,,2,,,10,5,,
5,9,915,1,1390,90029,4,3,2,3,3,0,0,0,0,2,3,1,,,,1,6,7,,,,,3,5,,
5,9,915,1,1390,90030,2,7,7,4,4,0,0,0,0,2,0,1,,,,1,3,4,5,1,2,,3,10,,
5,9,917,1,1254,90032,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,917,1,1254,90033,2,2,0,0,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,
5,9,917,1,1254,90034,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,
5,9,917,1,1254,90035,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,917,1,1254,90036,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,917,1,1254,90037,4,2,2,0,3,0,0,0,0,2,3,1,,,,1,4,5,,1,,,3,5,,
5,9,917,1,1254,90038,0,2,2,0,0,0,0,0,0,4,4,1,,,,1,10,,,,,,10,,,"DEATH OF THE HEAD HH"
5,9,917,1,1254,90039,3,2,2,2,0,0,0,0,0,2,2,1,,,,1,,,,1,2,,5,3,,
5,9,917,1,1254,90040,4,3,3,3,0,0,1,0,0,2,0,1,,,,1,,,,1,,,3,4,,
5,9,901,2,398,90041,7,7,7,7,0,0,0,0,0,3,3,1,,,,1,5,6,,,,,,,,
5,9,901,2,398,90042,2,2,2,2,0,0,0,0,0,3,3,1,,,,1,5,6,7,,,,3,,,
5,9,901,2,398,90043,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,901,2,398,90044,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,901,2,398,90045,0,0,0,7,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,
5,9,901,2,398,90046,0,7,7,7,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,
5,9,901,2,398,90047,3,3,1,1,0,3,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,901,2,398,90048,2,1,1,1,0,0,0,0,0,3,3,1,,,,1,5,6,,,,,3,,,
5,9,901,2,398,90049,1,1,1,0,0,0,0,0,,3,,1,,,,2,,,,,,,,,,
5,9,901,2,398,90050,3,3,0,0,0,0,0,0,0,3,0,1,,,,1,11,12,,,,,5,10,,"SICKNESS"
5,9,910,2,200,90051,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,910,2,200,90052,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,910,2,200,90053,3,3,2,2,3,0,0,0,0,2,3,1,,,,1,,3,,,,,3,4,,
5,9,910,2,200,90054,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,11,12,,,,,10,,,"LACK OF MONEY"
5,9,910,2,200,90055,3,3,3,2,0,0,0,0,0,3,,1,,,,1,8,9,10,1,,,3,5,6,
5,9,910,2,200,90056,4,4,0,0,0,0,0,0,0,2,3,1,,,,1,,,,3,4,,10,,,"PLANTING SEASON"
5,9,910,2,200,90057,3,3,2,2,0,0,0,0,0,2,3,1,,,,1,6,7,,,,,10,3,,"AWAITING HARVEST"
5,9,910,2,200,90058,1,2,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,910,2,200,90059,0,2,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,910,2,200,90060,0,3,3,3,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,907,2,1446,90061,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,
5,9,907,2,1446,90062,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,907,2,1446,90063,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,907,2,1446,90065,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,907,2,1446,90066,2,3,0,7,0,0,0,1,0,2,2,1,,,,1,11,12,,,,,3,4,,
5,9,907,2,1446,90067,,3,2,2,2,0,0,1,0,2,3,2,1,1,2,1,3,4,,3,,,10,4,,"LACK OF MONEY"
5,9,907,2,1446,90068,1,1,1,2,2,0,0,0,0,3,7,1,,,,2,,,,,,,,,,
5,9,907,2,1446,90069,2,5,2,2,2,3,3,0,0,2,3,1,,,,1,12,2,2,3,,,,,,
5,9,907,2,1446,90070,2,2,1,0,2,0,0,0,0,5,5,1,,,,1,11,,,,,,5,10,,"DEATH/SICKNESS RELAT"
5,9,912,2,102,90071,0,0,3,3,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,912,2,102,90072,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,912,2,102,90073,0,0,2,2,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,
5,9,912,2,102,90074,1,1,1,2,1,1,0,0,0,3,4,1,,,,1,3,7,2,1,,,2,4,,
5,9,912,2,102,90075,2,2,2,2,1,0,0,0,0,3,3,1,,,,1,10,,,1,3,,10,,,"LACK OF MONEY"
5,9,912,2,102,90076,2,3,3,3,3,0,0,2,0,2,2,1,,,,1,7,8,,,,,5,4,,
5,9,912,2,102,90077,0,0,0,0,0,0,0,0,0,3,3,2,,,,2,,,,,,,,,,
5,9,912,2,102,90078,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,912,2,102,90079,4,3,0,3,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,912,2,102,90080,2,2,0,0,0,0,0,0,0,3,0,1,,,,1,6,7,,,,,10,,,"AWAITING HARVEST"
5,9,916,2,1068,90081,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,6,7,8,,,,,,,
5,9,916,2,1068,90082,0,0,0,0,0,0,0,0,0,2,,1,,,,1,5,6,7,,,,5,10,,
5,9,916,2,1068,90083,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,6,7,8,,,,5,10,,
5,9,916,2,1068,90084,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,916,2,1068,90085,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,916,2,1068,90086,2,3,2,2,3,0,2,0,0,3,3,1,,,,1,,,,2,,,3,4,,
5,9,916,2,1068,90087,1,1,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,916,2,1068,90088,2,3,0,1,0,0,0,0,0,2,,1,,,,1,7,8,,,,,3,5,,
5,9,916,2,1068,90089,2,2,0,0,0,0,0,0,0,1,,1,,,,1,6,7,,,,,2,3,,
5,9,916,2,1068,90090,3,3,2,2,2,0,2,3,0,3,3,1,,,,1,7,8,,,,,5,10,,"WAITING FOR HARVEST"
5,9,918,2,834,90091,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,,,,,,,10,,,"ALL CROPS ARE FLOOD"
5,9,918,2,834,90092,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,918,2,834,90093,0,0,4,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,918,2,834,90094,0,0,2,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,918,2,834,90095,0,0,0,2,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,918,2,834,90096,2,2,3,3,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,9,918,2,834,90097,2,2,2,3,4,0,0,0,0,1,2,1,,,,1,8,9,,,,,3,4,,
5,9,918,2,834,90098,1,1,1,1,0,0,0,0,0,2,,1,,,,1,8,9,10,11,2,,3,4,,
5,9,918,2,834,90099,3,3,2,2,2,0,0,0,0,3,3,1,,,,1,7,8,,,,,5,10,,"EXHAUSTED HARVEST ST"
5,9,918,2,834,90100,2,2,0,0,0,0,0,0,0,3,3,1,,,,1,11,,,,,,5,,,
5,9,905,2,978,90101,4,4,4,4,0,0,0,0,0,2,3,1,,,,1,6,8,,,,,5,,,
5,9,905,2,978,90102,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,6,7,8,,,,5,10,,"CROPS ARE PLANTED"
5,9,905,2,978,90103,0,0,0,0,0,0,0,0,0,3,,1,,,,1,6,7,8,,,,5,10,,"WHEN ALL CROPS PLANT"
5,9,905,2,978,90104,0,0,1,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,905,2,978,90105,0,0,3,3,0,0,0,0,0,2,,1,,,,1,3,4,5,1,2,,10,,,"LACK OF MONEY"
5,9,905,2,978,90106,1,1,1,1,0,0,0,0,0,3,3,1,,,,1,3,5,,2,,,4,10,,"LACK OF MONEY"
5,9,905,2,978,90107,1,1,4,2,2,0,0,0,0,3,3,1,,,,1,,,,3,,,3,4,,
5,9,905,2,978,90108,1,0,3,3,3,0,1,0,0,2,3,1,,,,1,6,,,,,,5,7,,
5,9,905,2,978,90109,2,2,0,0,0,3,0,2,0,2,3,1,,,,1,11,,,,,,10,5,,
5,9,905,2,978,90110,3,3,0,2,0,0,1,0,0,2,2,1,,,,1,3,4,,3,,,,,,
5,9,914,2,1746,90112,0,0,0,0,0,0,0,0,,3,3,1,,,,1,5,6,7,,,,10,5,,
5,9,914,2,1746,90113,1,1,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,914,2,1746,90114,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,914,2,1746,90115,0,0,4,4,4,0,0,0,0,2,2,1,,,,2,,,,,,,,,,
5,9,914,2,1746,90116,3,3,4,7,7,0,0,0,0,2,3,2,2,3,1,1,8,11,,1,,,1,4,,
5,9,914,2,1746,90117,4,4,4,4,0,0,3,1,0,2,,1,,,,1,3,5,4,1,,,3,4,5,
5,9,914,2,1746,90118,1,1,1,1,0,0,0,0,0,2,3,1,,,,1,8,9,7,1,,,4,5,,
5,9,914,2,1746,90119,1,1,1,2,2,0,0,0,0,2,3,2,2,2,1,1,6,7,,,,,4,,,
5,9,914,2,1746,90120,4,4,0,0,3,1,1,0,0,3,3,1,,,,1,10,,,,,,10,5,,"SICKNESS"
5,9,913,2,2266,90121,2,2,2,2,0,0,0,0,0,3,3,1,,,,1,6,7,8,,,,10,5,,
5,9,913,2,2266,90122,3,4,0,3,0,0,0,0,0,3,3,1,,,,1,6,7,8,9,,,10,5,,
5,9,913,2,2266,90123,3,2,2,2,0,0,0,0,0,,3,1,,,,1,6,7,8,,,,,,,
5,9,913,2,2266,90124,0,0,6,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,913,2,2266,90125,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
5,9,913,2,2266,90126,4,2,2,3,2,2,0,0,0,2,3,1,,,,1,8,,,,,,5,6,,
5,9,913,2,2266,90127,2,2,2,2,1,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
5,9,913,2,2266,90128,2,2,1,2,3,1,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,9,913,2,2266,90129,2,2,0,0,0,2,2,2,0,3,3,1,,,,1,9,8,,,,,,,,
5,9,913,2,2266,90130,2,2,2,3,0,0,0,0,0,3,,1,,,,1,8,9,,,,,3,6,,
5,10,1014,2,80,100001,0,0,0,0,0,0,0,0,0,0,0,1,,,,2,,,,,,,,,,
5,10,1014,2,80,100002,0,0,0,0,0,0,0,0,0,3,3,2,1,1,3,2,,,,,,,,,,
5,10,1014,2,80,100003,0,0,0,0,0,0,0,,0,3,3,1,,,,2,,,,,,,,,,
5,10,1014,2,80,100004,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,10,1014,2,80,100005,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,10,1014,2,80,100006,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,
5,10,1014,2,80,100007,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
5,10,1014,2,80,100008,0,0,0,0,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,,
5,10,1014,2,80,100009,0,0,0,0,0,,0,,0,3,0,1,,,,2,,,,,,,,,,
5,10,1014,2,80,100010,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,
5,10,1001,2,172,100011,2,2,1,1,0,0,0,0,0,2,,1,,,,1,9,10,11,,2,3,5,4,,
5,10,1001,2,172,100012,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,10,1001,2,172,100013,0,6,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,10,1001,2,172,100014,3,3,2,1,1,0,0,0,0,3,,1,,,,1,5,6,7,2,,,3,4,5,
5,10,1001,2,172,100015,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,
5,10,1001,2,172,100016,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,10,1001,2,172,100017,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,10,1001,2,172,100019,0,5,2,7,0,0,0,0,0,2,,1,,,,2,,,,,,,,,,
5,10,1001,2,172,100020,0,0,0,0,0,0,0,0,0,3,3,2,3,2,1,2,,,,,,,,,,
5,10,1007,1,1166,100021,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
5,10,1007,1,1166,100022,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,10,1007,1,1166,100023,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,10,1007,1,1166,100024,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
5,10,1007,1,1166,100025,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,
5,10,1007,1,1166,100026,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,10,1007,1,1166,100027,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,
5,10,1007,1,1166,100028,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,
5,10,1007,1,1166,100029,2,2,2,2,0,0,0,0,0,2,3,1,,,,1,11,1,4,5,,,,,,
5,10,1007,1,1166,100030,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,
5,10,1008,2,1314,100031,0,0,1,2,2,0,1,0,0,3,,1,,,,2,,,,,,,,,,
