"zone","state","lga","sector","ea","hhid","s12q1a","s12q1b","s12q1c","s12q1d","s12q1e","s12q1f","s12q1g","s12q1h","s12q1i","s12q2a","s12q2b","s12q3","s12q4a","s12q4b","s12q4c","s12q5","s12q6a","s12q6b","s12q6c","s12q6d","s12q6e","s12q6f","s12q7a","s12q7a_os","s12q7b","s12q7b_os","s12q7c","s12q7c_os"
3,17,1715,2,2244,170059,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1715,2,2244,170060,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,17,1710,2,546,170061,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1710,2,546,170062,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1710,2,546,170063,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1710,2,546,170064,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1710,2,546,170065,2,0,3,0,1,0,0,0,0,3,4,2,1,2,1,1,8,,,,,,1,,3,,,
3,17,1710,2,546,170066,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1710,2,546,170067,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1710,2,546,170068,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1710,2,546,170069,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1710,2,546,170070,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1713,1,226,170071,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1713,1,226,170072,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1713,1,226,170073,4,0,1,0,1,0,0,0,0,3,4,2,1,2,2,1,8,,,2,,,4,,5,,,
3,17,1713,1,226,170074,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1713,1,226,170075,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1713,1,226,170076,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1713,1,226,170077,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1713,1,226,170078,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1713,1,226,170079,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1716,2,1452,170081,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1716,2,1452,170082,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,17,1716,2,1452,170083,0,0,0,0,0,0,0,0,0,3,6,1,,,,2,,,,,,,,,,,,
3,17,1716,2,1452,170084,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,17,1716,2,1452,170085,0,2,3,0,2,0,0,0,0,3,4,1,,,,1,10,,,,,,1,,2,,5,
3,17,1716,2,1452,170086,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1716,2,1452,170087,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1716,2,1452,170088,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1716,2,1452,170089,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1716,2,1452,170090,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,17,1702,2,510,170091,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1702,2,510,170092,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1702,2,510,170093,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1702,2,510,170094,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1702,2,510,170095,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1702,2,510,170096,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1702,2,510,170097,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1702,2,510,170098,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1702,2,510,170099,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1702,2,510,170100,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1727,2,634,170101,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1727,2,634,170102,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1727,2,634,170103,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1727,2,634,170104,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1727,2,634,170105,2,2,0,1,0,0,0,0,0,3,4,2,1,2,1,1,8,,,3,,,1,,3,,,
3,17,1727,2,634,170106,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1727,2,634,170107,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1727,2,634,170108,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1727,2,634,170109,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1727,2,634,170110,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1712,2,794,170111,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1712,2,794,170112,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1712,2,794,170113,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1712,2,794,170114,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1712,2,794,170115,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1712,2,794,170116,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
3,17,1712,2,794,170117,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1712,2,794,170118,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1712,2,794,170119,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1712,2,794,170120,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1724,2,786,170121,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1724,2,786,170122,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1724,2,786,170123,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,17,1724,2,786,170124,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,17,1724,2,786,170125,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1724,2,786,170126,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,17,1724,2,786,170127,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,17,1724,2,786,170128,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,17,1724,2,786,170129,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,17,1724,2,786,170130,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,18,1804,1,2690,180001,1,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1804,1,2690,180002,7,0,3,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1804,1,2690,180003,0,0,0,1,1,1,1,1,1,1,2,2,3,2,1,1,1,,,2,,,4,,5,,9,
3,18,1804,1,2690,180004,2,2,2,1,3,4,3,0,0,2,3,2,3,3,1,1,3,,,1,,,5,,,,,
3,18,1804,1,2690,180005,2,1,2,1,2,6,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,18,1804,1,2690,180006,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1804,1,2690,180007,0,0,0,0,0,0,0,0,0,3,0,1,,,,1,5,,,2,,,5,,,,,
3,18,1804,1,2690,180008,4,2,2,1,0,0,0,0,0,3,0,1,,,,1,9,,,2,,,5,,,,,
3,18,1804,1,0,180009,2,0,0,1,0,0,0,0,0,3,0,2,,,1,2,,,,,,,,,,,,
3,18,1809,1,1272,180011,3,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1809,1,1272,180012,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1809,1,1272,180013,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1809,1,1272,180014,4,2,2,2,0,0,1,0,0,2,0,1,,,,1,6,,,3,,,5,,,,,
3,18,1809,1,1272,180015,0,0,0,0,0,0,0,0,0,3,2,1,,,,2,,,,,,,,,,,,
3,18,1809,1,1272,180017,0,0,0,1,0,0,0,0,0,3,4,2,2,2,1,2,,,,,,,,,,,,
3,18,1809,1,1272,180018,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
3,18,1809,1,1272,180019,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,18,1809,1,1272,180020,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1823,1,1822,180021,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,18,1823,1,1822,180022,2,3,2,1,1,3,0,0,0,2,0,1,,,,2,,,,,,,,,,,,
3,18,1823,1,1822,180023,0,0,0,0,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,,,,
3,18,1823,1,1822,180024,4,0,2,0,0,1,0,0,0,3,0,1,,,,1,8,,,,,,5,,,,,
3,18,1823,1,1822,180026,0,0,0,0,0,0,0,0,0,3,0,1,,,,1,8,,,2,,,5,,,,,
3,18,1823,1,1822,180027,3,7,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1823,1,1822,180028,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1823,1,1822,180029,3,3,3,3,3,3,3,3,3,2,2,1,,,,1,8,,,3,,,5,,,,,
3,18,1823,1,1822,180030,3,3,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1803,2,840,180031,3,2,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,18,1803,2,840,180032,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1803,2,840,180033,3,0,1,2,0,1,0,0,0,2,3,1,,,,1,7,,,7,,,3,,4,,5,
3,18,1803,2,840,180034,7,7,4,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1803,2,840,180035,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1803,2,840,180036,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1803,2,840,180037,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,2,,,2,,,2,,3,,,
3,18,1803,2,840,180038,2,0,0,0,0,0,0,0,0,3,3,1,,,,1,6,,,6,,,5,,,,,
3,18,1803,2,840,180039,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1803,2,0,180040,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1816,1,378,180041,0,0,0,1,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1816,1,378,180042,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,18,1816,1,378,180043,2,7,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1816,1,378,180044,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1816,1,378,180045,1,0,2,1,3,2,2,0,0,2,3,2,3,2,1,1,4,,,1,,,1,,4,,5,
3,18,1816,1,378,180046,4,0,0,2,0,0,0,0,0,2,3,1,,,,1,7,,,7,,,5,,4,,3,
3,18,1816,1,378,180047,7,2,0,2,0,0,0,0,0,2,2,1,,,,1,6,,,7,,,2,,3,,4,
3,18,1816,1,378,180049,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,8,,,2,,,2,,,,,
3,18,1816,1,378,180050,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1805,2,534,180051,2,2,0,3,0,0,0,0,0,3,3,1,,,,1,8,,,,,,1,,3,,,
3,18,1805,2,534,180052,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1805,2,534,180053,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1805,2,534,180054,3,0,0,0,0,0,0,0,0,3,4,2,3,3,2,2,,,,,,,,,,,,
3,18,1805,2,534,180055,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1805,2,534,180056,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,7,,,7,,,3,,,,,
3,18,1805,2,534,180057,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
3,18,1805,2,534,180058,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
3,18,1805,2,534,180059,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1805,2,534,180060,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1817,2,370,180061,0,2,1,2,1,0,0,0,0,2,3,2,3,3,3,2,,,,,,,,,,,,
3,18,1817,2,370,180062,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,18,1817,2,370,180063,3,4,3,4,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1817,2,370,180064,3,2,3,0,0,0,0,0,0,2,3,1,,,,1,4,,,,,,3,,4,,5,
3,18,1817,2,370,180065,0,0,0,0,0,0,0,0,0,3,0,1,,,,1,4,,,,,,5,,3,,4,
3,18,1817,2,370,180066,3,2,2,2,0,2,1,0,0,2,3,1,,,,2,,,,,,,,,,,,
3,18,1817,2,370,180067,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
3,18,1817,2,370,180068,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1817,2,370,180069,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1817,2,370,180070,0,3,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,18,1808,2,1726,180071,3,2,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1808,2,1726,180072,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1808,2,1726,180073,5,2,1,0,0,0,0,0,0,2,3,1,,,,1,6,,,7,,,3,,5,,,
3,18,1808,2,1726,180074,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1808,2,1726,180075,2,3,3,1,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1808,2,1726,180076,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1808,2,1726,180077,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
3,18,1808,2,1726,180078,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1808,2,1726,180079,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1808,2,1726,180080,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1811,2,364,180081,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1811,2,364,180082,2,2,2,0,0,0,0,0,0,3,3,1,,,,1,8,,,8,,,3,,4,,5,
3,18,1811,2,364,180083,2,2,2,0,0,0,0,0,0,3,3,1,,,,1,5,,,8,,,3,,4,,,
3,18,1811,2,364,180084,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
3,18,1811,2,364,180085,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1811,2,364,180086,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
3,18,1811,2,364,180087,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1811,2,364,180088,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1811,2,364,180089,0,3,0,0,0,2,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1811,2,364,180090,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1820,2,450,180091,0,0,0,0,0,0,0,0,0,2,2,1,,,,1,8,,,,,,3,,1,,,
3,18,1820,2,450,180092,2,2,2,2,2,2,0,2,0,1,1,1,,,,1,11,,,3,,,3,,5,,,
3,18,1820,2,450,180093,2,0,0,0,0,0,0,0,0,2,2,1,,,,1,7,,,,,,3,,,,,
3,18,1820,2,450,180094,5,5,0,0,0,0,0,0,0,3,4,1,,,,1,8,,,,,,1,,,,,
3,18,1820,2,450,180095,0,0,0,3,0,0,3,0,0,2,0,1,,,,2,,,,,,,,,,,,
3,18,1820,2,450,180096,3,0,0,0,0,0,0,0,0,2,0,1,,,,1,7,,,,,,3,,4,,,
3,18,1820,2,450,180097,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,,,,
3,18,1820,2,450,180098,3,1,1,0,0,0,0,0,0,2,2,1,,,,1,7,8,,,,,4,,3,,5,
3,18,1820,2,450,180099,0,0,0,0,0,0,2,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,18,1820,2,450,180100,4,3,0,0,0,0,0,0,0,3,4,2,2,2,1,2,,,,,,,,,,,,
3,18,1822,2,1654,180101,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1822,2,1654,180102,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1822,2,1654,180103,2,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1822,2,1654,180104,2,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,18,1822,2,1654,180105,0,0,0,0,0,0,0,0,0,3,2,1,,,,2,,,,,,,,,,,,
3,18,1822,2,1654,180106,4,4,3,1,0,0,0,0,0,2,3,1,,,,1,4,,,3,,,5,,,,,
3,18,1817,2,0,180107,0,2,2,2,2,2,2,2,2,2,2,1,,,,2,,,,,,,,,,,,
3,18,1822,2,1654,180108,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1822,2,1654,180109,2,2,3,3,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,18,1817,2,0,180110,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,,,,
3,18,1814,2,678,180111,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1814,2,678,180112,4,0,0,0,0,0,0,0,0,3,0,1,,,,1,7,,,2,,,3,,4,,5,
3,18,1814,2,678,180113,7,7,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,18,1814,2,678,180117,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1814,2,0,180118,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,,,,
3,18,1814,2,0,180120,2,0,0,0,0,0,0,0,0,3,3,1,,,,1,4,,,3,,,5,,,,,
3,19,1925,2,3394,190001,7,7,3,0,0,0,0,0,0,3,4,1,,,,1,8,7,,,,,5,,,,,
3,19,1925,2,3394,190003,2,0,0,0,0,0,0,0,0,3,5,1,,,,1,8,,,,,,4,,3,,9,
3,19,1925,2,3394,190005,0,2,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1925,2,3394,190006,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,19,1925,2,3394,190007,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1925,2,3394,190008,3,0,0,0,0,0,0,0,0,10,0,1,,,,2,,,,,,,,,,,,
3,19,1925,2,3394,190009,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,19,1925,2,3394,190010,0,1,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1921,1,842,190011,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,,,,
3,19,1921,1,842,190012,3,7,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,19,1921,1,842,190013,4,7,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1921,1,842,190014,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1925,2,0,190015,0,0,0,0,0,0,0,0,0,3,6,1,,,,2,,,,,,,,,,,,
3,19,1925,2,0,190016,1,0,0,0,0,0,0,0,0,3,6,1,,,,2,,,,,,,,,,,,
3,19,1921,1,842,190017,0,1,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1921,1,842,190018,0,1,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,19,1921,1,842,190019,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1921,1,842,190020,4,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1943,2,668,190021,7,7,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,19,1943,2,668,190022,7,7,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,19,1943,2,668,190023,2,1,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1943,2,668,190024,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1943,2,668,190025,1,2,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1943,2,668,190026,3,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1943,2,668,190027,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1943,2,668,190029,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1943,2,668,190030,2,1,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1916,2,1516,190031,0,0,0,0,0,0,0,0,0,3,1,1,,,,2,,,,,,,,,,,,
3,19,1916,2,1516,190032,2,2,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1916,2,1516,190033,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1916,2,1516,190034,7,7,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1916,2,1516,190035,7,7,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1916,2,1516,190036,7,7,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1916,2,1516,190037,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1916,2,1516,190038,3,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1916,2,1516,190039,2,2,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1916,2,1516,190040,0,2,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,19,1901,2,640,190041,0,2,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1901,2,640,190042,3,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1901,2,640,190043,7,7,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,19,1901,2,640,190044,1,2,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,19,1901,2,640,190045,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1901,2,640,190046,2,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1901,2,640,190047,7,7,0,0,0,0,0,0,0,3,0,1,,,,1,8,,,,,,5,,3,,,
3,19,1901,2,640,190048,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,19,1901,2,640,190049,7,7,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1901,2,640,190050,3,0,0,0,0,0,0,0,0,5,0,1,,,,2,,,,,,,,,,,,
3,19,1937,2,432,190051,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,,,,
3,36,3611,2,0,190052,2,0,0,0,0,2,0,0,0,3,4,1,,,,1,6,7,,,,,5,,8,,,
3,19,1937,2,432,190053,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1937,2,432,190054,7,7,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1937,2,432,190055,5,1,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1937,2,432,190056,2,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1937,2,432,190057,7,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1937,2,432,190058,5,5,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1937,2,432,190059,7,2,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1937,2,432,190060,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1936,2,1994,190061,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1936,2,1994,190062,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
2,15,1510,2,0,190063,2,4,2,2,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,,,,
3,19,1936,2,1994,190064,1,1,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
3,19,1936,2,1994,190065,1,1,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,,,,
3,19,1936,2,1994,190066,5,5,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,,,,
